Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast,PV_Ratio,Relative_Strength_QQQ,Close(t+5)
2010-11-01,-0.9481546001828308,-0.9494531237893724,-0.9506475700525698,-0.9508212995007401,0.3848823656099587,-0.6657139018126443,-0.9488455386393176,-0.9613927038054347,-0.9472631316469474,-0.9451848784928313,-0.9443585757579792,-0.9426904204237726,-0.9464785341887527,-0.9460884103718628,-0.9487693122716908,-0.9561446347066519,-0.9774023051629005,-0.9884078873223588,-0.9480777362176467,-0.9480777362176467,-0.9480777362176467,-0.9480777362176467,-0.9480777362176467,-0.15704605022567117,-0.13911759879737473,-0.7424980210191923,0.554025459127362,2.2737367544323206e-13,-0.33555784709746656,-0.038608255824897304,-0.40616443946174247,-0.40616443946174247,-0.705478817950203,-0.10114531582215763,-0.08365256049450483,2010-11-01,-1.2566016045736372,-1.2573148801029768,-1.2555450119238296,-1.2627782658977498,-1.2656042116474566,-1.2805361712567753,-1.3263277928454371,-1.5336428766453947,-1.5347094474169638,-1.5273778430587481,-1.4760054612303026,-1.4761749607615815,-1.4631061655564084,-0.9476974978240817,-0.962350393864666,-1.0451511509204567,-0.939173294174147
2010-11-02,-0.9491576130082876,-0.947526353410875,-0.9479776341094438,-0.9479127471741658,-0.020472004650211865,-0.6642848809888883,-0.9484734161299676,-0.9612324917153257,-0.9510679420552595,-0.9475013303772182,-0.9453244467013328,-0.9413150938935391,-0.9484170343724924,-0.9476254973312161,-0.9479095440259205,-0.9558709613334877,-0.9762543135197073,-0.9881029634549976,-0.9483447830421211,-0.9483447830421211,-0.9483447830421211,-0.9483447830421211,-0.9483447830421211,-0.16928671093262931,-0.14620888467189455,-0.7463224572719054,0.4362957388916186,2.2737367544323206e-13,0.39528387725126807,0.19826986880529146,-0.0568156802624534,-0.0568156802624534,-0.46179759085731714,0.022915098548702075,-0.11931924387447246,2010-11-02,-1.2469820185419411,-1.2567481789007693,-1.257436799993558,-1.2603084442573231,-1.26224128053263,-1.2778369994203698,-1.323356938544021,-1.5182257351165607,-1.5328297050545618,-1.5273442198758165,-1.463506237438522,-1.4749793929641994,-1.4620502476595045,-0.9421782736554772,-0.9246861240137162,-1.0429375153932463,-0.9416374456675966
2010-11-03,-0.9467933684911393,-0.9437436498001487,-0.9495302599024573,-0.9423821994004828,0.7456845716931517,-0.6644151331056949,-0.9475889536335972,-0.9601969461571258,-0.9481533137047412,-0.9513141238515197,-0.9476454201622273,-0.9448475115080338,-0.9494221826159127,-0.9473491670913324,-0.9464910711625287,-0.954914568021388,-0.9749272218911382,-0.9877511472415473,-0.9466706475682473,-0.9466706475682473,-0.9466706475682473,-0.9466706475682473,-0.9466706475682473,-0.1678152416809799,-0.15156932631033715,-0.7394422886878506,0.3928875192512678,-2.2737367544323206e-13,0.8046833266042086,0.6022632559315061,0.5770929175293839,0.5770929175293835,-0.03020435475342821,0.105195629814371,-0.014410223669825037,2010-11-03,-1.24302101252889,-1.247114258463242,-1.2568692635726395,-1.2576486363368642,-1.2591063447476218,-1.2745635357038785,-1.3200108184361097,-1.5108610722970195,-1.5174057476344978,-1.5327071175533815,-1.4583564012397554,-1.462477615507074,-1.4704780729438494,-0.9415205422778716,-0.979486613357701,-1.0176203444224738,-0.9372535482432036
2010-11-04,-0.9404027439175138,-0.9381900175327152,-0.9406643313087075,-0.9417231185777125,1.276752987388638,-0.6644535048371176,-0.9467251092575576,-0.9592020348458101,-0.9426112125062187,-0.9483933801712058,-0.9514656559829543,-0.9458174786398827,-0.9470529046135645,-0.9467475731315854,-0.9459178923320154,-0.9539881763357579,-0.973656306649213,-0.9874024626786269,-0.9453338327244848,-0.9453338327244848,-0.9453338327244848,-0.9453338327244848,-0.9453338327244848,-0.16711105111681357,-0.15570808705657657,-0.7407714098699796,0.4351890544901519,2.2737367544323206e-13,0.1692415551604041,0.6476346781956837,0.5862700600302844,0.5862700600302841,-0.05406688967292674,-0.00596550002668409,0.008140468962271271,2010-11-04,-1.2318924718255553,-1.2431473500477899,-1.2472211444170251,-1.2557487735365365,-1.2550214284217032,-1.2708784961399917,-1.3165826089330275,-1.4721085185085463,-1.5100378289104406,-1.5304711758884408,-1.415513897974666,-1.4573267271663146,-1.4728846288900277,-0.9388896167674488,-1.00284802048681,-1.0304999699133146,-0.9414941810458843
2010-11-05,-0.9411335104046323,-0.9394367513070371,-0.9403886314015367,-0.9390867952866304,0.3734237309980527,-0.6651663179583402,-0.9457407060763455,-0.957944055063064,-0.9419507548504362,-0.9428396508086383,-0.9485392111844352,-0.9481482951805946,-0.940648674376914,-0.9451529173722563,-0.9456805152405906,-0.9528744574214382,-0.9722697163745747,-0.9869958425809076,-0.9435597247172571,-0.9435597247172571,-0.9435597247172571,-0.9435597247172571,-0.9435597247172571,-0.16235096756186757,-0.1580079018907953,-0.7457764151004985,0.47446905149768687,-2.2737367544323206e-13,-0.07154045300906808,0.8291925702283761,0.9765296954461574,0.9765296954461574,-0.17482703635874158,0.028104932344680585,-0.015321413287527143,2010-11-05,-1.2318924718255553,-1.232002226404376,-1.2432483894705957,-1.2576486363368642,-1.2515444996419673,-1.267490174047483,-1.3129706755455157,-1.4640728157965643,-1.471268142685904,-1.5313453786446583,-1.4137121377900161,-1.4144754709244258,-1.4719985166438274,-0.9371451987659727,-0.9537613542501684,-1.015822943833898,-0.9482132918041857
2010-11-08,-0.938998525961874,-0.9372407997727201,-0.9401129314943663,-0.9373387983218912,0.577693542238457,-0.6754765811328787,-0.945279298825146,-0.9555023144864969,-0.9393089242273064,-0.9421778074130991,-0.9429746412719799,-0.9519847323438779,-0.9413809966685489,-0.9424443053333957,-0.9452477362751273,-0.9514870651339544,-0.9709000394206463,-0.9865699381088743,-0.9417915862110486,-0.9417915862110486,-0.9417915862110486,-0.9417915862110486,-0.9417915862110486,-0.15656333355622537,-0.15861827546432056,-0.7456311003920527,0.5421954017414155,-2.2737367544323206e-13,0.06301681797659524,0.9465251187429339,1.103522990753322,1.1035229907533222,-0.7989977245015513,0.013630030421212533,0.03201451522404798,2010-11-08,-1.2307607558218263,-1.232002226404376,-1.2320868398591984,-1.257078677496766,-1.248371564635323,-1.2640635658296353,-1.3095190119295281,-1.4684345750974312,-1.4632288874038466,-1.5294624804004973,-1.4209737773220898,-1.4126733426295142,-1.4708020699325481,-0.9396045421778898,-0.9667302521627827,-1.007786540096431,-0.9579266331562719
2010-11-09,-0.9363763638610368,-0.9373258043482422,-0.9397066368943253,-0.939803187485294,-0.13687849489535117,-0.6831442117725687,-0.9449574078172983,-0.9537107203969964,-0.9375572756619703,-0.9395304338309427,-0.9423115059974387,-0.9490458767055892,-0.9392414668361253,-0.9408151082940809,-0.9452014187938736,-0.9504779860387855,-0.9694962338017139,-0.9861513682920288,-0.9414381450066835,-0.9414381450066835,-0.9414381450066835,-0.9414381450066835,-0.9414381450066835,-0.15997520542704263,-0.1598313648683751,-0.7466943701969778,0.605084155539164,2.2737367544323206e-13,-0.20303742255028523,0.6235563593371096,0.5170525066893615,0.5170525066893616,-0.4014519065633133,-0.0623719585657579,-0.05545381211024622,2010-11-09,-1.235664858504652,-1.230868823999961,-1.2320868398591984,-1.2473893772150932,-1.2459396144505899,-1.2611729633665347,-1.3060087130312752,-1.484958932448793,-1.4675925750308505,-1.5140126278434998,-1.4326910683930434,-1.4199364657574918,-1.4582911018749634,-0.9352291986659907,-0.9041282314861072,-1.0141873188193766,-0.9595311969194483
2010-11-10,-0.9393567448281087,-0.9369999534754081,-0.9391987686442742,-0.9354188672294727,0.46778165717046305,-0.6932839078313803,-0.9445369382511136,-0.9513474574805799,-0.9400268129835917,-0.9377751100427737,-0.9396589648992736,-0.9434577078564292,-0.9366137221426118,-0.9394161864546694,-0.9443590196035736,-0.9491491335102674,-0.9680314194187916,-0.98573452912416,-0.9397342195909973,-0.9397342195909973,-0.9397342195909973,-0.9397342195909973,-0.9397342195909973,-0.15439709184643255,-0.15961686692718777,-0.7481045880026959,0.6685154909034575,2.2737367544323206e-13,0.3499806804408025,0.9341415712301921,1.3383950965186187,1.3383950965186193,-0.5581947625123556,0.06695716819499399,0.01661116644017393,2010-11-10,-1.2309493751557814,-1.2357802344190925,-1.2309517670173615,-1.2433996653344046,-1.2432986685468561,-1.2584067908107859,-1.3023459623991338,-1.4760508778766377,-1.484124237771616,-1.506632339190048,-1.430684562732865,-1.4316561507403103,-1.4531364268921112,-0.9394615570958015,-0.9582292059506745,-0.9968266180957386,-0.9587145885756888
2010-11-11,-0.938769265887484,-0.9388700541368908,-0.9391842581228442,-0.9396599090455613,0.5717780738287005,-0.7152367888857581,-0.9453028061001708,-0.9481475926655721,-0.9356333337951257,-0.9402498288260939,-0.9379002148233162,-0.9427917602733689,-0.9396004483516326,-0.9390016910948437,-0.9438480798884946,-0.9480632209814563,-0.9668873540821917,-0.9853691149544628,-0.9400185836669727,-0.9400185836669727,-0.9400185836669727,-0.9400185836669727,-0.9400185836669727,-0.16218959945463615,-0.16110064604793525,-0.7495902825668159,0.727416016598873,2.2737367544323206e-13,0.12134040590287917,0.407614049981014,0.49283971253116043,0.49283971253116066,-0.17180500308959848,-0.1174512064452203,-0.006897648071471978,2010-11-11,-1.2367965745083809,-1.2310577244006968,-1.2358704159986553,-1.2321904748124695,-1.2414367066866698,-1.2558416204130676,-1.299265655570823,-1.484724068486439,-1.4752122449641576,-1.4677975629042324,-1.4451025441238836,-1.4296492351391585,-1.4102536688276488,-0.9461675574457381,-0.9677636608048856,-1.0116890775292051,-0.9503765875920398
2010-11-12,-0.9400301962966298,-0.9399892810479297,-0.9455253559877684,-0.9463796678690259,1.1794166435553712,-0.7160764750877986,-0.9452997516189786,-0.94798820966875,-0.9398832352323346,-0.9358471314557684,-0.9403797641107315,-0.9401279699411268,-0.9390117186662007,-0.9404668170542274,-0.9437829459304817,-0.947987119294801,-0.9659670882214155,-0.9850372424101751,-0.9424585902297968,-0.9424585902297968,-0.9424585902297968,-0.9424585902297968,-0.9424585902297968,-0.18621709164978095,-0.1673918760170311,-0.7428643524139362,0.57960893314383,-2.2737367544323206e-13,-0.18889159154188098,-0.29647357811696906,-0.8469085141246393,-0.8469085141246393,0.15428118173606056,-0.20959156745561563,-0.13323877859325506,2010-11-12,-1.2516975018908116,-1.2369136368235072,-1.2311409458243345,-1.2321904748124695,-1.240885717972941,-1.2549610395302688,-1.2966700670759015,-1.508764072633141,-1.483889269976316,-1.459744810592152,-1.4627535540713412,-1.4440701622090473,-1.4084502157098315,-0.955861946011318,-1.0013802791670285,-1.0271796180485644,-0.9494453675509107
2010-11-15,-0.9471372586027245,-0.9483622317368409,-0.9549426843958595,-0.9560939460829042,2.2086254130290977,-0.704888880545061,-0.9447106710544965,-0.9493916191991798,-0.9466170317662906,-0.9401059498270636,-0.9359684729366089,-0.9383617611338794,-0.9402753336007864,-0.9442346950126425,-0.9443155969648984,-0.9483281133907754,-0.965359718793775,-0.9847073477504326,-0.9473385488777651,-0.9473385488777651,-0.9473385488777651,-0.9473385488777651,-0.9473385488777651,-0.2297556864744289,-0.18167384796035096,-0.7334118856930562,0.4075980137649758,2.2737367544323206e-13,-0.615646088546935,-1.0773188038559791,-1.9575438213318777,-1.9575438213318777,0.484279647336687,-0.3848581514533681,-0.21921208783070642,2010-11-15,-1.2550926499019985,-1.2518367684816376,-1.2370054888404922,-1.2310505571322725,-1.2407337210863953,-1.2540900301788047,-1.2944067451804802,-1.511213368240551,-1.5079399021666886,-1.4641158243732393,-1.4609225445330445,-1.46172477836223,-1.4157186782755797,-0.9574633789307059,-1.0343719949631998,-1.077524728265883,-0.9414655281215419
2010-11-16,-0.9563363190876292,-0.9546525703254646,-0.9575400677318353,-0.9576986646079108,0.9356827983086189,-0.7018277964811496,-0.9445231225355417,-0.9497454609396571,-0.9563516033015192,-0.946853874881582,-0.9402356042684399,-0.9408518260096709,-0.9473975268684516,-0.9478298665711303,-0.9453041857054051,-0.9483932388726246,-0.9647387583048498,-0.9843805023293636,-0.9511292708847907,-0.9511292708847907,-0.9511292708847907,-0.9511292708847907,-0.9511292708847907,-0.26895107531196716,-0.201425777828884,-0.7351365086259086,0.29404025721027727,2.2737367544323206e-13,-0.9329879716775205,-1.1884384429469592,-1.8292970476516648,-1.829297047651665,0.5042797235374574,-0.06521711555940847,-0.15504902580221877,2010-11-16,-1.2696163386165198,-1.2552369756948825,-1.251950614591346,-1.2359902004131254,-1.2430136743845828,-1.2535444528927224,-1.2923349652071237,-1.5437755790212555,-1.5103902806033909,-1.4806752419669746,-1.4957234255021423,-1.4598933947378554,-1.4274469789086577,-0.9566483639628031,-0.9970646100769691,-1.0653081600360916,-0.9446030233370387
2010-11-17,-0.9576259070060738,-0.9547375749009864,-0.9564082470602928,-0.9568819775014341,0.08910894512213142,-0.7007821996385193,-0.9444601556409744,-0.9498675778401117,-0.9579596741155983,-0.9566088710158328,-0.9469967008719152,-0.9364218268701813,-0.9566161721866793,-0.9521417696893165,-0.9467689760500504,-0.9484166547762107,-0.9641585709997788,-0.9840570357943924,-0.9533829124093166,-0.9533829124093166,-0.9533829124093166,-0.9533829124093166,-0.9533829124093166,-0.298583985352049,-0.22352229815835786,-0.7396982151144287,0.1885937689809144,-2.2737367544323206e-13,-1.2456351028730615,-1.107239641097814,-1.7130624367524627,-1.7130624367524627,0.06281701575359436,-0.010496165998733918,-0.14783025338085395,2010-11-17,-1.267164287275107,-1.2697823065515412,-1.255355833116857,-1.2312405434123055,-1.2454456245693157,-1.2531903062333363,-1.2904078189300208,-1.5433561790884798,-1.5429668870803719,-1.4717482868986766,-1.498769258195241,-1.494701385732757,-1.4254385879365428,-0.9483266321852699,-0.9427209429858022,-1.0642387817316858,-0.9316375750720861
2010-11-18,-0.9534705681577523,-0.9488580917607189,-0.9517793907241123,-0.94854317230899,0.792511916027728,-0.7001054884536871,-0.9444600050308962,-0.9499930390829151,-0.957141280933433,-0.9582203158049716,-0.9567707381792847,-0.9407070547959621,-0.9579085056425056,-0.9539264024885659,-0.9474579485836978,-0.9484751945351764,-0.9634400568931867,-0.9836595634126942,-0.9520926949791457,-0.9520926949791457,-0.9520926949791457,-0.9520926949791457,-0.9520926949791457,-0.30263970850845345,-0.24206107954195008,-0.7321282431134739,-0.03981075197534974,-2.2737367544323206e-13,-0.7089173869840083,-0.3623621091152501,-0.5262458833605952,-0.5262458833605952,1.1977124592358717,0.1747782545309412,-0.15362464395826453,2010-11-18,-1.2530178372284952,-1.2673266013419757,-1.269922601253765,-1.237130118093322,-1.2475735809809572,-1.2522044385058548,-1.2882500405426762,-1.51299162395552,-1.5425473017316214,-1.4804398796864546,-1.4649667551639578,-1.497747840707489,-1.4398701164572583,-0.9473972291516966,-0.9853831482952593,-1.0375133564003065,-0.9317092073829422
2010-11-19,-0.9488710379153,-0.9488722591899725,-0.9487321812238054,-0.9476118624507271,0.0642474310363714,-0.7007685212737556,-0.9448089790763061,-0.9502689893733762,-0.9487850558102723,-0.9574002055104991,-0.9583853284129504,-0.9474968247189051,-0.9537443200626208,-0.9541739483284618,-0.9483191642507572,-0.9487905774866032,-0.9627641281119538,-0.9832686839794793,-0.9509206566711325,-0.9509206566711325,-0.9509206566711325,-0.9509206566711325,-0.9509206566711325,-0.3040871870102352,-0.2571995953085684,-0.7409575775483777,-0.2519006642918806,-2.2737367544323206e-13,-0.8210789614722108,-0.28774613334414995,-0.39369764286150194,-0.39369764286150216,1.0045997642985123,-0.00871826220194634,-0.17702195620838337,2010-11-19,-1.2522633598926762,-1.2531590712867886,-1.267463276763118,-1.252139034215913,-1.2496255389493263,-1.2514865736557472,-1.2861352613623254,-1.5078917207729676,-1.5121693224820925,-1.5045308902568328,-1.460614451341297,-1.463938431624919,-1.457537711286784,-0.9394329600793839,-0.9332217905050441,-1.0333411827649022,-0.9284284475457332
